REACTION,FORWARD [mmol/gDW/hr],REVERSE [mmol/gDW/hr]
A4GNT2g,NaN,NaN
AACTOOR,0.0005678774,NaN
AACTtm,NaN,NaN
AASAD3m,NaN,NaN
AATAi,0.0000000000,0.0000000000
ABO1g,0.0026733725,NaN
ABO2g,NaN,NaN
ABO3g,NaN,NaN
ABO4g,NaN,NaN
ABO5g,NaN,NaN
ABO6g,NaN,NaN
ABO7g,NaN,NaN
ABO8g,NaN,NaN
ABO9g,NaN,NaN
ABTArm,0.0004467517,0.0626151363
ABTD,NaN,NaN
ABTti,NaN,NaN
ABUTt2rL,NaN,NaN
ABUTt4_2_r,NaN,NaN
ACACT10m,0.1109194914,0.0078959638
ACACT1rm,0.0029324642,NaN
ACACT1x,0.0002393103,NaN
ACACt2m,NaN,NaN
ACACT4p,0.0045791546,NaN
ACACT5p,0.0045791546,NaN
ACACT6p,0.0045791546,NaN
ACACT7p,0.0045791546,NaN
ACACT8p,0.0045791546,NaN
ACACT9p,0.0045791546,NaN
ACACtx,NaN,NaN
ACALDtm,NaN,NaN
ACALDtr,NaN,NaN
ACALDtx,NaN,NaN
ACCOACm,0.0001005146,NaN
ACCOAgt,NaN,NaN
ACCOALm,0.0014647953,NaN
ACCOAtn,NaN,NaN
ACCOAtr,NaN,NaN
ACETONEt2,NaN,NaN
ACETONEt2m,NaN,NaN
ACGAGBSIDEtg,NaN,NaN
ACGAGBSIDEtl,NaN,NaN
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte,NaN,NaN
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg,NaN,NaN
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,NaN,NaN
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,NaN,NaN
ACGALK,NaN,NaN
ACGALK2,NaN,NaN
ACGALtlg,NaN,NaN
ACGALtly,NaN,NaN
ACGAM6PSi,0.0185135674,NaN
ACGAMK,0.0000362849,NaN
ACGAMPM,0.0079086542,0.0079086542
ACGAMtly,NaN,NaN
ACGBGBSIDEtg,NaN,NaN
ACGBGBSIDEtl,NaN,NaN
ACGPID,0.0019444549,NaN
ACGSm,0.0000101973,NaN
ACHEe,0.8508388330,NaN
ACHtn,NaN,NaN
ACHVESSEC,NaN,NaN
ACITL,1.2128156514,NaN
ACN13ACNGALGBSIDEte,NaN,NaN
ACN13ACNGALGBSIDEtg,NaN,NaN
ACN23ACNGALGBSIDEte,NaN,NaN
ACN23ACNGALGBSIDEtg,NaN,NaN
ACNACNGAL14ACGLCGALGLUSIDEte,NaN,NaN
ACNACNGAL14ACGLCGALGLUSIDEtg,NaN,NaN
ACNACNGALGBSIDEte,NaN,NaN
ACNACNGALGBSIDEtg,NaN,NaN
ACNAM9PL,0.1245329510,NaN
ACNAM9PL2,0.1245329510,NaN
ACNAMlt,NaN,NaN
ACNAMPH,0.0466699683,NaN
ACNAMtn,NaN,NaN
ACNGALACGLCGAL14ACGLCGALGLUSIDEte,NaN,NaN
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg,NaN,NaN
ACNMLr,NaN,NaN
ACOAD10m,0.0061439513,NaN
ACOAD1fm,78.0629161581,NaN
ACOAD8m,72.5349096930,NaN
ACOAD9m,4.4496631414,NaN
ACOAHi,0.0000046527,NaN
ACOAO7p,0.0040640467,NaN
ACODA,13.4994437355,NaN
ACONTm,0.0083311103,0.0017290984
ACOX22x,NaN,NaN
ACOX2x,NaN,NaN
ACP1_FMN_,14.5751704721,NaN
ACRNtm,NaN,NaN
ACS2,0.0080719672,NaN
ACSm,0.4985075948,NaN
ACSOMT,0.0000062987,NaN
ACSRTNMT,0.0000062987,NaN
ACt2m,NaN,NaN
ACt2r,NaN,NaN
ACtg,NaN,NaN
ACTLMO,NaN,NaN
ACTNMO,NaN,NaN
ADA,0.0119911503,NaN
ADAe,0.0084937315,NaN
ADCim,NaN,NaN
ADEt,NaN,NaN
ADEtl,NaN,NaN
ADHAPtx,NaN,NaN
ADK1m,12.3707051382,5.6282754929
ADK3,0.0018332940,0.0017048328
ADK3m,NaN,NaN
ADKd,0.0018737460,0.0018744543
ADMDC,0.0007503033,NaN
ADNCYC,3.1190643811,NaN
ADNK1m,NaN,NaN
ADNt,NaN,NaN
ADNt4,NaN,NaN
ADNtl,NaN,NaN
ADNtm,NaN,NaN
ADPGLC,0.0344030633,NaN
ADPMAN,0.0295480877,NaN
ADPRDPm,0.0070258356,NaN
ADPRIBt,NaN,NaN
ADPtx,NaN,NaN
ADRNCOAtx,NaN,NaN
ADRNCPT1,0.0037947542,0.6742888144
ADRNCPT2,1.3233812407,0.0074477084
ADRNCRNt,NaN,NaN
ADRNLPVESSEC,NaN,NaN
ADRNt,NaN,NaN
ADSELK,0.0163543615,NaN
ADSK,0.0163543615,NaN
ADSL1,0.0312786193,NaN
ADSL2,0.0316901383,NaN
AFLATOXINte,NaN,NaN
AG13T10g,0.0005218313,NaN
AG13T11g,0.0005218313,NaN
AG13T12g,0.0005218313,NaN
AG13T13g,0.0005218313,NaN
AG13T14g,0.0005218313,NaN
AG13T15g,0.0005218313,NaN
AG13T16g,0.0005218313,NaN
AG13T17g,0.0005218313,NaN
AG13T18g,0.0005218313,NaN
AG13T1g,0.0005218313,NaN
AG13T2g,0.0005218313,NaN
AG13T3g,0.0005218313,NaN
AG13T4g,0.0005218313,NaN
AG13T5g,0.0005218313,NaN
AG13T6g,0.0005218313,NaN
AG13T7g,0.0005218313,NaN
AG13T8g,0.0005218313,NaN
AG13T9g,0.0005218313,NaN
AGLPC,NaN,NaN
AGLPED,NaN,NaN
AGLPET,NaN,NaN
AGLPH,NaN,NaN
AGLPR,NaN,NaN
AGLPT,NaN,NaN
AGMTm,0.0000387579,NaN
AGPAT1,0.0059471707,NaN
AGPex,NaN,NaN
AGPRim,1.6959313362,NaN
AGPSx,0.0319121904,NaN
AGTim,0.0000847280,NaN
AGTix,0.0000011988,NaN
AHANDROSTANGLCte,NaN,NaN
AHANDROSTANGLCtr,NaN,NaN
AHCYStn,NaN,NaN
AHCYStr,NaN,NaN
AHEXASE2ly,0.0374244585,NaN
AHEXASEly,0.0374244585,NaN
AIRCr,0.0447820601,0.0447820601
AKGDm,0.6373710777,NaN
AKGMALtm,NaN,NaN
AKGt4_3,NaN,NaN
AKGtp,NaN,NaN
AKR1C1,0.0000593359,NaN
AKR1C41,NaN,NaN
AKR1C42,NaN,NaN
AKR1D,NaN,NaN
AKR1D2,NaN,NaN
ALAASNNaEx,NaN,NaN
ALACYSNaEx,NaN,NaN
ALADGLNexR,NaN,NaN
ALADGLYexR,NaN,NaN
ALAGLNexR,NaN,NaN
ALAGLNNaEx,NaN,NaN
ALAGLYexR,NaN,NaN
ALASERNaEx,NaN,NaN
ALASm,0.0006383618,NaN
ALAt2rL,NaN,NaN
ALAt4,NaN,NaN
ALATA_L,0.0182137509,0.0176752132
ALATHRNaEx,NaN,NaN
ALAtN1,NaN,NaN
ALCD21_D,0.0181605058,NaN
ALCD21_L,0.0181605058,NaN
ALCD22_D,0.2450096423,NaN
ALCD22_L,0.0626879383,NaN
ALCD2if,0.0043311666,NaN
ALCD2yf,0.0436416573,NaN
ALDD20x,0.0195618761,NaN
ALDD20xm,0.0835360604,NaN
ALDD21,NaN,NaN
ALDD2xm,0.0525469335,NaN
ALDD2y,0.9735006563,NaN
ALDSTRNte,NaN,NaN
ALDSTRNtm,NaN,NaN
ALKP,0.1049001126,NaN
ALOX12,0.0002596648,NaN
ALOX12R,0.0000034377,NaN
ALOX15,0.0000937836,NaN
ALOX5,0.0360654161,NaN
ALOX52,0.1207511174,NaN
ALR2,0.9503633242,NaN
ALR3,0.0679691186,NaN
AMACR2p,NaN,NaN
AMACR2r,NaN,NaN
AMACRp,NaN,NaN
AMACRr,NaN,NaN
AMCOXO,NaN,NaN
AMETr,NaN,NaN
AMETt2m,NaN,NaN
AMETtn,NaN,NaN
AMPDA,0.1282229145,NaN
AMPTASECGe,1.4260236580,NaN
AMPtp,NaN,NaN
AMPtr,NaN,NaN
AMY1e,0.0046575322,NaN
AMY2e,2.0927323655,NaN
ANDRSTRNGLCte,NaN,NaN
ANDRSTRNGLCtr,NaN,NaN
ANDRSTRNte,NaN,NaN
ANDRSTRNtr,NaN,NaN
ANTIPYRENEte,NaN,NaN
AOBUTDsm,NaN,NaN
AP4AH1,0.0205140057,NaN
APAT2rm,0.0004467517,0.0626151363
APNNOXte,NaN,NaN
APOCF,NaN,NaN
APOCFm,NaN,NaN
APOC_LYS_BTNP,NaN,NaN
APOC_LYS_BTNPm,NaN,NaN
APPNNte,NaN,NaN
APRTO2,0.0685388081,NaN
AQCOBALt,NaN,NaN
ARAB_Lt,NaN,NaN
ARABR,0.6005401842,NaN
ARACHCOAtx,NaN,NaN
ARACHCPT1,0.0037935959,0.6742888144
ARACHCPT2,0.0007189596,0.0007501038
ARACHCRNt,NaN,NaN
ARACHDCOAtx,NaN,NaN
ARACHDt2,NaN,NaN
ARACHDtr,NaN,NaN
ARACHt,NaN,NaN
ARGDCm,0.0000587700,NaN
ARGLYSex,NaN,NaN
ARGNm,0.0242201050,NaN
ARGSS,8.7786589441,NaN
ARGt4,NaN,NaN
ARGtm,NaN,NaN
ARSA,0.0314353704,NaN
ARTCOAL1,NaN,NaN
ARTCOAL2,NaN,NaN
ARTCOAL3,NaN,NaN
R_group_phosphotase_1,NaN,NaN
R_group_phosphotase_2,NaN,NaN
R_group_phosphotase_3,NaN,NaN
ARTFR11,NaN,NaN
ARTFR12,NaN,NaN
ARTFR13,NaN,NaN
ARTFR202,NaN,NaN
ARTFR203,NaN,NaN
ARTFR204,NaN,NaN
ARTFR205,NaN,NaN
ARTFR206,NaN,NaN
ARTFR207,NaN,NaN
ARTFR208,NaN,NaN
ARTFR209,NaN,NaN
ARTFR210,NaN,NaN
ARTFR211,NaN,NaN
ARTFR212,NaN,NaN
ARTFR213,NaN,NaN
ARTFR31,NaN,NaN
ARTFR32,NaN,NaN
ARTFR33,NaN,NaN
ARTFR34,NaN,NaN
ARTFR41,NaN,NaN
ARTFR42,NaN,NaN
ARTFR43,NaN,NaN
ARTFR44,NaN,NaN
ARTFR45,NaN,NaN
ARTFR46,NaN,NaN
ARTFR51,NaN,NaN
ARTFR52,NaN,NaN
ARTFR53,NaN,NaN
ARTFR54,NaN,NaN
ARTFR55,NaN,NaN
ARTFR56,NaN,NaN
ARTFR57,NaN,NaN
ARTFR61,NaN,NaN
ARTPLM1,NaN,NaN
ARTPLM1m,NaN,NaN
ARTPLM2,NaN,NaN
ARTPLM2m,NaN,NaN
ARTPLM3,NaN,NaN
ARTPLM3m,NaN,NaN
ASAH1,0.0002551046,NaN
ASCBOX,NaN,NaN
ASCBt,NaN,NaN
ASCBt4,NaN,NaN
ASNALANaEx,NaN,NaN
ASNCYSNaEx,NaN,NaN
ASNGLNNaEx,NaN,NaN
ASNNm,0.0011148070,NaN
ASNS1,0.0201147403,NaN
ASNSERNaEx,NaN,NaN
ASNt4,NaN,NaN
ASNTHRNaEx,NaN,NaN
ASNtm,NaN,NaN
ASNtN1,NaN,NaN
Asn_X_Ser_Thrtr,NaN,NaN
ASPCTr,0.0074536368,0.0074536368
ASPDt6,NaN,NaN
ASPDxt,NaN,NaN
ASPGLUm,NaN,NaN
ASPNATm,NaN,NaN
ASPt6,NaN,NaN
ASPTAm,5.7572404606,13.5639882867
ATP1ter,NaN,NaN
ATP2ter,NaN,NaN
ATPasel,NaN,NaN
ATPH1e,3.0263872462,NaN
ATPH2e,0.2725535163,NaN
ATPtm,NaN,NaN
ATPtn,NaN,NaN
ATPtx,NaN,NaN
AVITE2t,NaN,NaN
B_MANNASEly,0.0760458297,NaN
B3GALT3g,0.0001618429,NaN
B3GALT41g,0.0005778193,NaN
B3GALT42g,0.0005778193,NaN
B3GALT43g,0.0005778193,NaN
B3GALT44g,0.0005778193,NaN
B3GALT5g,0.0003534170,NaN
B3GALTg,NaN,NaN
B3GNT11g,0.0001270043,NaN
B3GNT12g,0.0001270043,NaN
B3GNT310g,NaN,NaN
B3GNT311g,0.0017444924,NaN
B3GNT312g,NaN,NaN
B3GNT313g,NaN,NaN
B3GNT314g,NaN,NaN
B3GNT315g,NaN,NaN
B3GNT31g,NaN,NaN
B3GNT32g,NaN,NaN
B3GNT33g,NaN,NaN
B3GNT34g,NaN,NaN
B3GNT35g,NaN,NaN
B3GNT36g,NaN,NaN
B3GNT37g,NaN,NaN
B3GNT39g,NaN,NaN
B3GNT51g,NaN,NaN
BAAT1x,NaN,NaN
BAAT2x,NaN,NaN
BAAT3x,NaN,NaN
BAAT4x,NaN,NaN
BACCL,45.0017846869,NaN
BACCLm,45.0017846869,NaN
BALAtmr,NaN,NaN
BALAVECSEC,NaN,NaN
BAMPPALDOX,0.0900337394,NaN
BAMPPALDOXm,0.0835360604,NaN
BBHOX,0.0017152233,NaN
BCDO,0.0000029799,NaN
BDG2HCGHD,0.0000234341,NaN
BDHm,0.0187946154,0.0123511941
BDMT_L,0.0034881484,NaN
BDMT_U,0.0034881484,NaN
BETALDHxm,NaN,NaN
BHBt,NaN,NaN
BHBtm,NaN,NaN
BHMT,0.0000016536,NaN
BILDGLCURt,NaN,NaN
BILDGLCURte,NaN,NaN
BILDGLCURtr,NaN,NaN
BILGLCURt,NaN,NaN
BILGLCURte,NaN,NaN
BILGLCURtr,NaN,NaN
BILIRED,0.0124242086,NaN
BILIRUBt2,NaN,NaN
BILIRUBtr,NaN,NaN
BIOCYTtn,NaN,NaN
BMTer_L,0.0000448439,NaN
BMTer_U,NaN,NaN
BPNT2,0.0010890488,NaN
BTND1,0.0000665654,NaN
BTND1n,0.0001664135,NaN
BTNDe,0.0005449606,NaN
BTNDm,0.0013978733,NaN
BTNPL,0.0023639028,NaN
BTNPLm,0.0023639028,NaN
BTNt2,NaN,NaN
BTNt2m,NaN,NaN
BTNt3i,NaN,NaN
BTNt4i,NaN,NaN
BTNtn,NaN,NaN
BUP2,0.0001273237,NaN
BUTt2m,NaN,NaN
BVITEt,NaN,NaN
BZt,NaN,NaN
BZtr,NaN,NaN
C14STRr,0.0001423065,NaN
C160CPT1,0.0004784826,0.6742888144
C160CPT2,1.3378789528,0.0006574948
C160CRNt,NaN,NaN
C161CPT1,0.0037946696,0.6742888144
C161CPT12,0.0036966017,0.6742888144
C161CPT2,1.3233812407,0.0074475425
C161CPT22,1.3233812407,0.0072550712
C161CRN2t,0.0020064935,0.0020064935
C161CRNt,0.0020037245,0.0020037245
C180CPT1,0.0000329828,0.6742888144
C180CPT2,1.3233812407,0.0000647331
C180CRNt,NaN,NaN
C181CPT1,0.0000348410,0.6742888144
C181CPT2,1.3233812407,0.0000683800
C181CRNt,0.0020037245,0.0020037245
C204CPT1,0.0000199755,0.6742888144
C204CPT2,1.3233812407,0.0000392045
C204CRNt,NaN,NaN
C226COAtx,NaN,NaN
C226CPT1,0.0037943241,0.6742888144
C226CPT2,NaN,NaN
C226CRNt,NaN,NaN
C2M26DCOAHLm,9.5246013771,9.5246013771
C2M26DCOAHLx,13.2030650829,13.2030650829
C3STDH1Pr,NaN,NaN
C3STDH1r,NaN,NaN
C3STKR2r,0.5008106152,NaN
C4STMO1r,3.4695706734,NaN
C4STMO2Pr,NaN,NaN
C4STMO2r,NaN,NaN
CAATPS,NaN,NaN
CAROtr,NaN,NaN
CARVEOLte,NaN,NaN
CAT2p,407.3187204983,NaN
CAt7r,NaN,NaN
CATm,63.7346776583,NaN
CATp,203.6593602491,NaN
CBL2OR,NaN,NaN
CBL2tm,NaN,NaN
CBLATm,0.0051722981,0.0000007667
CBPPer,1082.2617743225,NaN
CBPSam,0.0000434475,NaN
CBPter,NaN,NaN
CBR1,0.0638443913,0.1551690006
CBR2,0.0381146308,NaN
CCA_D3t,NaN,NaN
CCA_D3tm,NaN,NaN
CDIPTr,0.0000000000,0.0000000000
CDPDAGtm,NaN,NaN
CDS,0.0038676318,NaN
CDSm,0.0000005366,NaN
CEPTC,0.0001689383,NaN
CEPTE,NaN,NaN
CERK,0.0088292033,NaN
CERT1gt,NaN,NaN
CERT1rt,NaN,NaN
CERT2gt,NaN,NaN
CERT2rt,NaN,NaN
CGLYt3_2_,NaN,NaN
CH25H,NaN,NaN
CHAT,0.0000003542,0.0003672110
CHATn,0.0000003789,0.0003928304
CHLP,0.0001986280,NaN
CHLPCTD,0.0104483119,NaN
CHLtm,NaN,NaN
CHOLATEt,NaN,NaN
CHOLATEt2,NaN,NaN
CHOLATEt3,NaN,NaN
CHOLD2m,0.0302219325,NaN
CHOLK,NaN,NaN
CHOLPtg,NaN,NaN
CHOLPtl,NaN,NaN
CHOLt4,NaN,NaN
CHOLtg,NaN,NaN
CHOLtn,NaN,NaN
CHOLtr,NaN,NaN
CHOLtu,NaN,NaN
CHSTEROLSULT,0.0000005945,NaN
CHSTEROLt1,NaN,NaN
CHSTEROLt2,NaN,NaN
CHSTEROLt3,NaN,NaN
CHSTEROLtg,NaN,NaN
CHTNASE,0.0000839035,NaN
CHTNASEe,0.0000006268,NaN
CITMCOAHm,NaN,NaN
CITMCOALm,NaN,NaN
CITRtm,NaN,NaN
CITt4_2,NaN,NaN
CITtam,NaN,NaN
CITtbm,NaN,NaN
CK,0.0175468843,0.0398043771
CKc,0.3553625101,0.7710812178
CLFORtex,NaN,NaN
CLHCO3tex2,NaN,NaN
CLI2tex,NaN,NaN
CLOHtex2,NaN,NaN
CLOXAtex2,NaN,NaN
CLPNDCOAtx,NaN,NaN
CLPNDCPT1,0.0037947542,0.6742888144
CLPNDCPT2,NaN,NaN
CLPNDCRNt,NaN,NaN
CLPNDt,NaN,NaN
CLS_hs,0.0001771414,NaN
CMPACNAtg,NaN,NaN
CMPACNAtn,NaN,NaN
CMPSAS,0.0012929270,NaN
CMPSASn,0.0020255857,NaN
CO2ter,NaN,NaN
CO2tg,NaN,NaN
CO2tm,NaN,NaN
CO2tn,NaN,NaN
CO2tp,NaN,NaN
COAtg,NaN,NaN
COAtl,NaN,NaN
COAtm,NaN,NaN
COAtn,NaN,NaN
COAtp,NaN,NaN
COAtr,NaN,NaN
COKECBESr,0.0150244072,NaN
COQ3m,NaN,NaN
COQ5m,NaN,NaN
COQ6m,NaN,NaN
COQ7m,0.0003054731,NaN
CORE2GTg,0.0002292409,NaN
CORE3GTg,0.0000006700,NaN
CORE4GTg,0.0001805091,NaN
CORE5GTg,NaN,NaN
CORE6GTg,0.0000473616,NaN
CORE7GTg,NaN,NaN
CORE8GTg,NaN,NaN
COt,NaN,NaN
COUCOAFm,NaN,NaN
COUMARINte,NaN,NaN
CPCTDTX,0.0198816449,NaN
CREATt4_2_r,NaN,NaN
CREATtmdiffir,NaN,NaN
CRMPte,NaN,NaN
CRNCAR3tp,NaN,NaN
CRNCARtp,NaN,NaN
CRNt,NaN,NaN
CRNtHa,NaN,NaN
CRNtim,NaN,NaN
CRNtuNa,NaN,NaN
CRNtx,NaN,NaN
CRTNsyn,NaN,NaN
CRTSLt,NaN,NaN
CRTSLtm,NaN,NaN
CRTSLtr,NaN,NaN
CRTSTRNt,NaN,NaN
CRTSTRNtm,NaN,NaN
CRTSTRNtr,NaN,NaN
CRVNCtr,NaN,NaN
CSAPASEly,NaN,NaN
CSBPASEly,NaN,NaN
CSCPASEly,NaN,NaN
CSDPASEly,NaN,NaN
CSEPASEly,NaN,NaN
CSm,0.6853457405,NaN
CSNAT2m,0.0061423038,0.0061423038
CSNAT2x,0.0137939408,0.0137939408
CSNAT3x,0.0061423038,0.0061423038
CSNATer,0.0036853823,0.0036853823
CSNATm,0.0061423038,0.0061423038
CSNATp,0.0061423038,0.0061423038
CSNATr,0.0052823813,0.0052823813
CSNt,NaN,NaN
CSPG_At,NaN,NaN
CSPG_Atly,NaN,NaN
CSPG_Bt,NaN,NaN
CSPG_Btly,NaN,NaN
CSPG_Ct,NaN,NaN
CSPG_Ctly,NaN,NaN
CSPG_Dt,NaN,NaN
CSPG_Dtly,NaN,NaN
CSPG_Et,NaN,NaN
CSPG_Etly,NaN,NaN
CTPtn,NaN,NaN
CYANt,NaN,NaN
CYANtm,NaN,NaN
CYSALANaEx,NaN,NaN
CYSASNNaEx,NaN,NaN
CYSGLNNaEx,NaN,NaN
CYSGLTH,NaN,NaN
CYSGLUexR,NaN,NaN
CYSGLYexR,NaN,NaN
CYSLYSL,NaN,NaN
CYSO,0.0002086276,NaN
CYSSERNaEx,NaN,NaN
CYSt4,NaN,NaN
CYSTA,0.6304093305,44.3255019393
CYSTAm,0.2541177092,17.8675893089
CYStec,NaN,NaN
CYSTGLUex,NaN,NaN
CYSTHRNaEx,NaN,NaN
CYSTSERex,NaN,NaN
CYTD,0.0035021068,NaN
CYTDK1,NaN,NaN
CYTDK2m,NaN,NaN
CYTDn,0.0000004042,NaN
CYTDt,NaN,NaN
CYTDt4,NaN,NaN
CYTDtl,NaN,NaN
CYTDtm,NaN,NaN
CYTDtn,NaN,NaN
CYTK10,2.4058225104,1.9246389417
CYTK10n,2.4058225104,1.9246389417
CYTK11,1.2267312800,1.8800230697
CYTK11n,1.2267312800,1.8800230697
CYTK12,1.2267312800,1.8800230697
CYTK12n,1.2267312800,1.8800230697
CYTK13,1.2267312800,1.8800230697
CYTK13n,1.2267312800,1.8800230697
CYTK14,1.2267312800,1.9329766676
CYTK14n,1.2267312800,1.9329766676
CYTK1m,0.0051529927,0.0041223533
CYTK1n,2.4058225104,1.9246389417
CYTK2n,1.2267312800,1.8800230697
CYTK3,NaN,NaN
CYTK3n,1.2267312800,1.9048417697
CYTK4,NaN,NaN
CYTK4n,1.2267312800,1.8835844070
CYTK5,1.2267312800,1.9048417697
CYTK5n,2.4058225104,1.9246389417
CYTK6,2.4058225104,1.9246389417
CYTK6n,2.4058225104,1.9246389417
CYTK7,2.4058225104,1.9656947680
CYTK7n,2.4058225104,1.9656947680
CYTK8,2.4058225104,1.9246389417
CYTK8n,2.4058225104,1.9246389417
CYTK9,2.4058225104,1.9048417697
CYTK9n,2.4058225104,1.9048417697
D_3AIBt,NaN,NaN
D3AIBTm,0.0000009426,0.0000734099
DADA,0.0119911503,NaN
DADAe,0.0084937315,NaN
DADNK,NaN,NaN
DADNt4,NaN,NaN
DAG_HSter,NaN,NaN
DAGK_hs,0.0232434820,0.0166112881
DAGKn_hs,0.0045938168,0.0032830371
DAGt,NaN,NaN
DALAOXx,0.0001738897,NaN
