REACTION	GENE ID	GENE SYMBOL	FRACTION
PCHOLAR_HSPLA2	100137049	PLA2G4B	1.0
PCHOLN183_HSPLA2	100137049	PLA2G4B	1.0
PCHOLN1836_HSPLA2	100137049	PLA2G4B	1.0
PCHOLN19_HSPLA2	100137049	PLA2G4B	1.0
PCHOLN201_HSPLA2	100137049	PLA2G4B	1.0
PCHOLN204_HSPLA2	100137049	PLA2G4B	1.0
PCHOLN205_HSPLA2	100137049	PLA2G4B	1.0
PCHOLN224_HSPLA2	100137049	PLA2G4B	1.0
PCHOLN225_HSPLA2	100137049	PLA2G4B	1.0
PCHOLN2254_HSPLA2	100137049	PLA2G4B	1.0
PCHOLN226_HSPLA2	100137049	PLA2G4B	1.0
PEAR_HSPLA2	100137049	PLA2G4B	1.0
PE203_HSPLA2	100137049	PLA2G4B	1.0
PE226_HSPLA2	100137049	PLA2G4B	1.0
PE224_HSPLA2	100137049	PLA2G4B	1.0
PEDH203_HSPLA2	100137049	PLA2G4B	1.0
PEDH12_HSPLA2	100137049	PLA2G4B	1.0
PEDH14_HSPLA2	100137049	PLA2G4B	1.0
PEDH161_HSPLA2	100137049	PLA2G4B	1.0
PEDH13_HSPLA2	100137049	PLA2G4B	1.0
PEDH15_HSPLA2	100137049	PLA2G4B	1.0
PEDH17_HSPLA2	100137049	PLA2G4B	1.0
PCHOLN203_HSPLA2	100137049	PLA2G4B	1.0
PAILAR_HSPLA2	100137049	PLA2G4B	1.0
PCHOLN24_HSPLA2	100137049	PLA2G4B	1.0
PCHOLN261_HSPLA2	100137049	PLA2G4B	1.0
PCHOLN281_HSPLA2	100137049	PLA2G4B	1.0
PCHOLN28_HSPLA2	100137049	PLA2G4B	1.0
PCHOLDOC_HSPLA2	100137049	PLA2G4B	1.0
PCHOLDEIC_HSPLA2	100137049	PLA2G4B	1.0
PCHOLDET_HSPLA2	100137049	PLA2G4B	1.0
PCHOLHEP_HSPLA2	100137049	PLA2G4B	1.0
PCHOLLINL_HSPLA2	100137049	PLA2G4B	1.0
PELINL_HSPLA2	100137049	PLA2G4B	1.0
HMR_0463	100137049	PLA2G4B	0.0
HMR_0630	100137049	PLA2G4B	1.0
HMR_0643	100137049	PLA2G4B	1.0
HMR_5254	100137049	PLA2G4B	0.0
HMR_7615	100137049	PLA2G4B	1.0
UAG2EMAi	10020	GNE	1.0
r0113	10020	GNE	0.0
AMANK	10020	GNE	1.0
H7_TAer	10026	PIGK	1.0
H8TAer	10026	PIGK	1.0
M4ATAer	10026	PIGK	1.0
M4BTAer	10026	PIGK	1.0
HMR_9490	100287513	USP17L22	1.0
MTHFC	100287639	MTHFD2P1	1.0
MTHFD2	100287639	MTHFD2P1	1.0
HMR_9804	100288072	SDR42E2	1.0
HMR_9487	10038	PARP2	1.0
HMR_9487	10039	PARP3	1.0
PIt7	10050	SLC17A4	0.5
r0047	100526794	NT5C1B-RDH14	1.0
HMR_7166	100529261	CHURC1-FNTB	1.0
HMR_9491	10054	UBA2	1.0
HMR_9491	10055	SAE1	1.0
HMR_5145	10056	FARSB	1.0
r1530	10057	ABCC5	1.0
r1531	10057	ABCC5	1.0
r1532	10057	ABCC5	1.0
r1533	10057	ABCC5	1.0
FOLABCCte	10057	ABCC5	1.0
CAMPt	10057	ABCC5	1.0
CGMPt	10057	ABCC5	1.0
MLTHFte1	10057	ABCC5	1.0
5fu_transport_c_e	10057	ABCC5	1.0
C05770te	10058	ABCB6	0.4158415841584158
HMR_4756	10058	ABCB6	0.495049504950495
r1492	10060	ABCC9	1.0
HMR_9491	10075	HUWE1	1.0
HMR_7618	10076	PTPRU	1.0
CERT1gt	10087	COL4A3BP	0.37037037037037035
CERT1rt	10087	COL4A3BP	0.32592592592592595
CERT2gt	10087	COL4A3BP	0.37037037037037035
CERT2rt	10087	COL4A3BP	0.32592592592592595
HMR_9577	10087	COL4A3BP	0.3037037037037037
S2T1g	10090	UST	1.0
S2T2g	10090	UST	1.0
S2T3g	10090	UST	1.0
HMR_4549	10090	UST	0.0
HMR_7185	100996939	PYURF	1.0
HMR_9492	10105	PPIF	1.0
HMR_9578	10106	CTDSP2	1.0
HMR_9577	10110	SGK2	1.0
HMR_9579	10110	SGK2	1.0
HMR_9577	10114	HIPK3	1.0
HMR_9579	10114	HIPK3	1.0
HMR_9806	10130	PDIA6	1.0
HMR_3017	10134	BCAP31	0.8775510204081634
NMNS	10135	NAMPT	1.0
SACCD3m	10157	AASS	1.0
SACCD4m	10157	AASS	1.0
r0525	10157	AASS	1.0
HMR_0632	10162	LPCAT3	1.0
HMR_0644	10162	LPCAT3	1.0
HMR_7602	10162	LPCAT3	1.0
HMR_7614	10162	LPCAT3	1.0
S6T10g	10164	CHST4	1.0
S6T11g	10164	CHST4	1.0
S6T12g	10164	CHST4	1.0
S6T13g	10164	CHST4	1.0
S6T14g	10164	CHST4	1.0
S6T16g	10164	CHST4	1.0
S6T17g	10164	CHST4	1.0
S6T1g	10164	CHST4	1.0
S6T2g	10164	CHST4	1.0
S6T4g	10164	CHST4	1.0
S6T5g	10164	CHST4	1.0
S6T6g	10164	CHST4	1.0
S6T7g	10164	CHST4	1.0
S6T8g	10164	CHST4	1.0
S6T9g	10164	CHST4	1.0
HMR_4549	10164	CHST4	0.0
3SALAASPm	10165	SLC25A13	0.6666666666666666
ASPGLUm	10165	SLC25A13	0.6666666666666666
GLUt2m	10165	SLC25A13	0.6666666666666666
HMR_3864	10165	SLC25A13	0.6666666666666666
ARGtm	10166	SLC25A15	0.7333333333333334
CITRtm	10166	SLC25A15	0.7333333333333334
LYStm	10166	SLC25A15	0.7333333333333334
ORNt3m	10166	SLC25A15	0.7333333333333334
ORNt4m	10166	SLC25A15	0.7333333333333334
HMR_9577	1017	CDK2	1.0
HMR_6632	10170	DHRS9	1.0
HMR_9546	10171	RCL1	1.0
HMR_9577	1018	CDK3	1.0
HMR_7617	10188	TNK2	1.0
HMR_9577	1019	CDK4	1.0
HMR_9491	10193	RNF41	1.0
DOLPMT1_Ler	10195	ALG3	1.0
DOLPMT1_Uer	10195	ALG3	1.0
HMR_7274	10195	ALG3	1.0
HMR_9577	1020	CDK5	1.0
NDPK10	10201	NME6	0.2537313432835821
NDPK1m	10201	NME6	0.7462686567164178
NDPK3m	10201	NME6	0.7462686567164178
NDPK5m	10201	NME6	0.7462686567164178
NDPK6m	10201	NME6	0.7462686567164178
NDPK8m	10201	NME6	0.7462686567164178
NDPK1	10201	NME6	0.2537313432835821
NDPK2	10201	NME6	0.2537313432835821
NDPK3	10201	NME6	0.2537313432835821
NDPK4	10201	NME6	0.2537313432835821
NDPK5	10201	NME6	0.2537313432835821
NDPK6	10201	NME6	0.2537313432835821
NDPK7	10201	NME6	0.2537313432835821
NDPK8	10201	NME6	0.2537313432835821
NDPK9	10201	NME6	0.2537313432835821
HMR_9804	10202	DHRS2	1.0
HMR_9577	1021	CDK6	1.0
HMR_9491	10210	TOPORS	1.0
HMR_9578	10217	CTDSPL	1.0
HMR_9577	1022	CDK7	1.0
HMR_0031	10226	PLIN3	1.0
COQ7m	10229	COQ7	1.0
HMR_6909	10229	COQ7	1.0
HMR_9577	1024	CDK8	1.0
HMR_7147	10243	GPHN	1.0
PIt7	10246	SLC17A2	0.5
RE2111M	10249	GLYAT	0.7352941176470589
RE2117M	10249	GLYAT	0.7352941176470589
RE2427M	10249	GLYAT	0.7352941176470589
RE2428M	10249	GLYAT	0.7352941176470589
RE2429M	10249	GLYAT	0.7352941176470589
GLYNATm	10249	GLYAT	0.7352941176470589
PPIOGLYc	10249	GLYAT	0.7352941176470589
TIGGLYc	10249	GLYAT	0.7352941176470589
HEXGLYc	10249	GLYAT	0.2647058823529412
SUBGLYc	10249	GLYAT	0.2647058823529412
HMR_8796	10249	GLYAT	0.2647058823529412
HMR_9577	1025	CDK9	1.0
ESTRADIOLGLCt2	10257	ABCC4	0.5384615384615385
PROSTGE1t3	10257	ABCC4	0.5384615384615385
PROSTGE2t3	10257	ABCC4	0.5384615384615385
r1536	10257	ABCC4	0.5384615384615385
FOLABCCte	10257	ABCC4	0.5384615384615385
CAMPt	10257	ABCC4	0.5384615384615385
CGMPt	10257	ABCC4	0.5384615384615385
HC02194te	10257	ABCC4	0.5384615384615385
HC02220te	10257	ABCC4	0.5384615384615385
CE7090te	10257	ABCC4	0.5384615384615385
CE7085te	10257	ABCC4	0.5384615384615385
CE7096te	10257	ABCC4	0.5384615384615385
CE4877te	10257	ABCC4	0.5384615384615385
CE1447te	10257	ABCC4	0.5384615384615385
MLTHFte1	10257	ABCC4	0.5384615384615385
12DHCHOLabc	10257	ABCC4	0.5384615384615385
3DHCDCHOLabc	10257	ABCC4	0.5384615384615385
3DHCHOLabc	10257	ABCC4	0.5384615384615385
7DHCDCHOLabc	10257	ABCC4	0.5384615384615385
7DHCHOLabc	10257	ABCC4	0.5384615384615385
CA3Sabc	10257	ABCC4	0.5384615384615385
COPROSTabc	10257	ABCC4	0.5384615384615385
DCA3Sabc	10257	ABCC4	0.5384615384615385
GCA3Sabc	10257	ABCC4	0.5384615384615385
GCDCA3Sabc	10257	ABCC4	0.5384615384615385
GDCA3Sabc	10257	ABCC4	0.5384615384615385
GUDCA3Sabc	10257	ABCC4	0.5384615384615385
ICDCHOLabc	10257	ABCC4	0.5384615384615385
ISOCHOLabc	10257	ABCC4	0.5384615384615385
LCA3Sabc	10257	ABCC4	0.5384615384615385
TCA3Sabc	10257	ABCC4	0.5384615384615385
TCDCA3Sabc	10257	ABCC4	0.5384615384615385
TDCA3Sabc	10257	ABCC4	0.5384615384615385
TUDCA3Sabc	10257	ABCC4	0.5384615384615385
UCHOLabc	10257	ABCC4	0.5384615384615385
UDCA3Sabc	10257	ABCC4	0.5384615384615385
SULPACMPtev	10257	ABCC4	0.5384615384615385
5fu_transport_c_e	10257	ABCC4	0.5384615384615385
r0129	102724197	LOC102724197	0.5
r0130	102724197	LOC102724197	0.5
r0641	102724197	LOC102724197	0.5
r0648	102724197	LOC102724197	0.5
r0649	102724197	LOC102724197	0.5
r0210	102724560	CBSL	1.0
HMR_9491	10273	STUB1	1.0
HMR_9491	10277	UBE4B	1.0
HMR_9492	10283	CWC27	1.0
HMR_9577	10290	SPEG	1.0
HMR_9579	10290	SPEG	1.0
HMR_9535	10295	BCKDK	1.0
HMR_9577	10298	PAK4	1.0
HMR_9579	10298	PAK4	1.0
HMR_9491	10299	MARCH6	1.0
ATPasel	10312	TCIRG1	0.5909090909090908
B3GALT5g	10317	B3GALT5	1.0
HMR_0765	10317	B3GALT5	0.0
HMR_0860	10317	B3GALT5	0.0
ALCD2yf	10327	AKR1A1	0.8275862068965517
ALR2	10327	AKR1A1	0.8275862068965517
ALR3	10327	AKR1A1	0.8275862068965517
ARABR	10327	AKR1A1	0.8275862068965517
GALOR	10327	AKR1A1	0.8275862068965517
PPDOy	10327	AKR1A1	0.8275862068965517
SBTR	10327	AKR1A1	0.8275862068965517
r0245	10327	AKR1A1	0.8275862068965517
r0246	10327	AKR1A1	0.1724137931034483
RE0383C	10327	AKR1A1	0.8275862068965517
RE2911C	10327	AKR1A1	0.8275862068965517
RE2977C	10327	AKR1A1	0.8275862068965517
34DHPEAR	10327	AKR1A1	0.8275862068965517
HMR_7618	1033	CDKN3	1.0
HMR_9578	1033	CDKN3	1.0
AG13T10g	10331	B3GNT3	0.5411764705882353
AG13T11g	10331	B3GNT3	0.5411764705882353
AG13T12g	10331	B3GNT3	0.5411764705882353
AG13T13g	10331	B3GNT3	0.5411764705882353
AG13T14g	10331	B3GNT3	0.5411764705882353
AG13T15g	10331	B3GNT3	0.5411764705882353
AG13T16g	10331	B3GNT3	0.5411764705882353
AG13T17g	10331	B3GNT3	0.5411764705882353
AG13T18g	10331	B3GNT3	0.5411764705882353
AG13T1g	10331	B3GNT3	0.5411764705882353
AG13T2g	10331	B3GNT3	0.5411764705882353
AG13T3g	10331	B3GNT3	0.5411764705882353
AG13T4g	10331	B3GNT3	0.5411764705882353
AG13T5g	10331	B3GNT3	0.5411764705882353
AG13T6g	10331	B3GNT3	0.5411764705882353
AG13T7g	10331	B3GNT3	0.5411764705882353
AG13T8g	10331	B3GNT3	0.5411764705882353
AG13T9g	10331	B3GNT3	0.5411764705882353
B3GNT310g	10331	B3GNT3	0.5411764705882353
B3GNT311g	10331	B3GNT3	0.5411764705882353
B3GNT312g	10331	B3GNT3	0.5411764705882353
B3GNT313g	10331	B3GNT3	0.5411764705882353
B3GNT314g	10331	B3GNT3	0.5411764705882353
B3GNT315g	10331	B3GNT3	0.5411764705882353
B3GNT31g	10331	B3GNT3	0.5411764705882353
B3GNT32g	10331	B3GNT3	0.5411764705882353
B3GNT33g	10331	B3GNT3	0.5411764705882353
B3GNT34g	10331	B3GNT3	0.5411764705882353
B3GNT35g	10331	B3GNT3	0.5411764705882353
B3GNT36g	10331	B3GNT3	0.5411764705882353
B3GNT37g	10331	B3GNT3	0.5411764705882353
B3GNT39g	10331	B3GNT3	0.5411764705882353
HMR_0765	10331	B3GNT3	0.35294117647058826
HMR_0889	10331	B3GNT3	0.10588235294117647
HMR_0891	10331	B3GNT3	0.10588235294117647
ESTRAABCtc	10351	ABCA8	0.5
ESTRSABCtc	10351	ABCA8	0.5
LEUKABCtc	10351	ABCA8	0.5
TCHOLABCtc	10351	ABCA8	0.5
HMR_5149	10352	WARS2	1.0
CYSO	1036	CDO1	1.0
BPNT2	10380	BPNT1	1.0
BPNT	10380	BPNT1	1.0
CEPTC	10390	CEPT1	0.08333333333333333
CEPTE	10390	CEPT1	0.08333333333333333
RE3267N	10390	CEPT1	0.41666666666666663
RE3267R	10390	CEPT1	0.5
HMR_0468	10390	CEPT1	0.08333333333333333
HMR_0614	10390	CEPT1	0.08333333333333333
HMR_0615	10390	CEPT1	0.08333333333333333
HMR_0625	10390	CEPT1	0.08333333333333333
HMR_7599	10390	CEPT1	0.08333333333333333
HMR_7604	10390	CEPT1	0.08333333333333333
HMR_7610	10390	CEPT1	0.08333333333333333
PEFLIP	10396	ATP8A1	0.3333333333333333
PEFLIPm	10396	ATP8A1	0.3333333333333333
PSFLIP	10396	ATP8A1	0.3333333333333333
PSFLIPm	10396	ATP8A1	0.3333333333333333
CDS	1040	CDS1	0.47058823529411764
CDSm	1040	CDS1	0.5294117647058824
HMR_0581	1040	CDS1	0.5294117647058824
HMR_0607	1040	CDS1	0.47058823529411764
PETOHMm_hs	10400	PEMT	0.3548387096774194
PETOHMr_hs	10400	PEMT	0.4623655913978495
RE0066M	10400	PEMT	0.3548387096774194
RE0066R	10400	PEMT	0.4623655913978495
RE3511M	10400	PEMT	0.3548387096774194
RE3511R	10400	PEMT	0.4623655913978495
HMR_0653	10400	PEMT	0.1827956989247312
HMR_0654	10400	PEMT	0.1827956989247312
HMR_0657	10400	PEMT	0.1827956989247312
ST3GAL61g	10402	ST3GAL6	1.0
ST3GAL62g	10402	ST3GAL6	1.0
HMR_0876	10402	ST3GAL6	0.0
HMR_0910	10402	ST3GAL6	0.0
HMR_7617	10420	TESK2	1.0
HMR_9577	10420	TESK2	1.0
CDIPTr	10423	CDIPT	0.0
HMR_0613	10423	CDIPT	1.0
HMR_0633	10434	LYPLA1	1.0
HMR_0645	10434	LYPLA1	1.0
ACACT10m	10449	ACAA2	0.5882352941176471
r0287	10449	ACAA2	0.5882352941176471
r0634	10449	ACAA2	0.5882352941176471
r0639	10449	ACAA2	0.5882352941176471
r0653	10449	ACAA2	0.5882352941176471
r0698	10449	ACAA2	0.24705882352941178
r0724	10449	ACAA2	0.5882352941176471
r0732	10449	ACAA2	0.5882352941176471
r1479	10449	ACAA2	0.5882352941176471
r1481	10449	ACAA2	0.5882352941176471
RE1531M	10449	ACAA2	0.5882352941176471
RE1532M	10449	ACAA2	0.5882352941176471
RE1533M	10449	ACAA2	0.5882352941176471
RE1534M	10449	ACAA2	0.5882352941176471
RE2916M	10449	ACAA2	0.5882352941176471
RE2917M	10449	ACAA2	0.5882352941176471
RE3006M	10449	ACAA2	0.5882352941176471
RE3189M	10449	ACAA2	0.5882352941176471
RE3190M	10449	ACAA2	0.5882352941176471
RE3191M	10449	ACAA2	0.5882352941176471
RE3336M	10449	ACAA2	0.5882352941176471
RE3342M	10449	ACAA2	0.5882352941176471
RE3383M	10449	ACAA2	0.5882352941176471
RE3384M	10449	ACAA2	0.5882352941176471
RE3388M	10449	ACAA2	0.5882352941176471
RE3394M	10449	ACAA2	0.5882352941176471
RE3396M	10449	ACAA2	0.5882352941176471
RE3400M	10449	ACAA2	0.5882352941176471
RE3443M	10449	ACAA2	0.5882352941176471
RE3559M	10449	ACAA2	0.5882352941176471
FAOXC101C8m	10449	ACAA2	0.5882352941176471
FAOXC102C81m	10449	ACAA2	0.5882352941176471
FAOXC10C8m	10449	ACAA2	0.5882352941176471
FAOXC11C9m	10449	ACAA2	0.5882352941176471
FAOXC121C101m	10449	ACAA2	0.5882352941176471
FAOXC122C101m	10449	ACAA2	0.5882352941176471
FAOXC123C102m	10449	ACAA2	0.5882352941176471
FAOXC12C10m	10449	ACAA2	0.5882352941176471
FAOXC4C2m	10449	ACAA2	0.5882352941176471
FAOXC5C3x	10449	ACAA2	0.5882352941176471
FAOXC61C4m	10449	ACAA2	0.5882352941176471
FAOXC6C4m	10449	ACAA2	0.5882352941176471
FAOXC7C5m	10449	ACAA2	0.5882352941176471
FAOXC81C61m	10449	ACAA2	0.5882352941176471
FAOXC8C6m	10449	ACAA2	0.5882352941176471
FAOXC9C7m	10449	ACAA2	0.5882352941176471
FAOXTC122TC101m	10449	ACAA2	0.5882352941176471
HMR_1065	10449	ACAA2	0.16470588235294117
HMR_1066	10449	ACAA2	0.16470588235294117
HMR_1067	10449	ACAA2	0.16470588235294117
HMR_1068	10449	ACAA2	0.16470588235294117
HMR_1069	10449	ACAA2	0.16470588235294117
HMR_1070	10449	ACAA2	0.16470588235294117
HMR_1694	10449	ACAA2	0.5882352941176471
HMR_3110	10449	ACAA2	0.5882352941176471
HMR_3114	10449	ACAA2	0.5882352941176471
HMR_3118	10449	ACAA2	0.5882352941176471
HMR_3173	10449	ACAA2	0.5882352941176471
HMR_3177	10449	ACAA2	0.5882352941176471
HMR_3181	10449	ACAA2	0.5882352941176471
HMR_3185	10449	ACAA2	0.5882352941176471
HMR_3189	10449	ACAA2	0.5882352941176471
HMR_3193	10449	ACAA2	0.5882352941176471
HMR_3197	10449	ACAA2	0.5882352941176471
HMR_3201	10449	ACAA2	0.5882352941176471
HMR_3205	10449	ACAA2	0.5882352941176471
HMR_3221	10449	ACAA2	0.5882352941176471
HMR_3225	10449	ACAA2	0.5882352941176471
HMR_3229	10449	ACAA2	0.5882352941176471
HMR_3233	10449	ACAA2	0.5882352941176471
HMR_3237	10449	ACAA2	0.5882352941176471
HMR_3243	10449	ACAA2	0.5882352941176471
HMR_3247	10449	ACAA2	0.5882352941176471
HMR_3398	10449	ACAA2	0.5882352941176471
HMR_3406	10449	ACAA2	0.5882352941176471
HMR_3407	10449	ACAA2	0.5882352941176471
HMR_3408	10449	ACAA2	0.5882352941176471
HMR_3409	10449	ACAA2	0.5882352941176471
HMR_3411	10449	ACAA2	0.5882352941176471
HMR_3413	10449	ACAA2	0.5882352941176471
HMR_3414	10449	ACAA2	0.5882352941176471
HMR_3416	10449	ACAA2	0.5882352941176471
HMR_3421	10449	ACAA2	0.5882352941176471
HMR_3422	10449	ACAA2	0.5882352941176471
HMR_3423	10449	ACAA2	0.5882352941176471
HMR_3424	10449	ACAA2	0.5882352941176471
HMR_3425	10449	ACAA2	0.5882352941176471
HMR_3426	10449	ACAA2	0.5882352941176471
HMR_3427	10449	ACAA2	0.5882352941176471
HMR_3428	10449	ACAA2	0.5882352941176471
HMR_3429	10449	ACAA2	0.5882352941176471
HMR_3431	10449	ACAA2	0.5882352941176471
HMR_3432	10449	ACAA2	0.5882352941176471
HMR_3433	10449	ACAA2	0.5882352941176471
HMR_3451	10449	ACAA2	0.5882352941176471
HMR_3455	10449	ACAA2	0.5882352941176471
HMR_6432	10449	ACAA2	0.5882352941176471
HMR_6433	10449	ACAA2	0.5882352941176471
HMR_6435	10449	ACAA2	0.5882352941176471
HMR_6436	10449	ACAA2	0.5882352941176471
HMR_6450	10449	ACAA2	0.5882352941176471
HMR_6451	10449	ACAA2	0.5882352941176471
HMR_6453	10449	ACAA2	0.5882352941176471
HMR_6471	10449	ACAA2	0.5882352941176471
HMR_6472	10449	ACAA2	0.5882352941176471
HMR_6473	10449	ACAA2	0.5882352941176471
HMR_6484	10449	ACAA2	0.5882352941176471
HMR_6486	10449	ACAA2	0.5882352941176471
HMR_9719	10449	ACAA2	0.5882352941176471
HMR_3264	10449	ACAA2	0.5882352941176471
HMR_3256	10449	ACAA2	0.5882352941176471
HMR_9492	10450	PPIE	1.0
DCIm	10455	ECI2	0.47916666666666663
RE1573M	10455	ECI2	0.47916666666666663
RE1573X	10455	ECI2	0.5208333333333334
RE2992M	10455	ECI2	0.47916666666666663
RE2992X	10455	ECI2	0.5208333333333334
RE2995M	10455	ECI2	0.47916666666666663
RE2995X	10455	ECI2	0.5208333333333334
RE2999M	10455	ECI2	0.47916666666666663
RE3002X	10455	ECI2	0.5208333333333334
RE3003M	10455	ECI2	0.47916666666666663
RE3582X	10455	ECI2	0.5208333333333334
RE3628M	10455	ECI2	0.47916666666666663
FAOXC101x	10455	ECI2	0.5208333333333334
FAOXC102x	10455	ECI2	0.5208333333333334
FAOXC121x	10455	ECI2	0.5208333333333334
FAOXC122x	10455	ECI2	0.5208333333333334
FAOXC123x	10455	ECI2	0.5208333333333334
FAOXC163x	10455	ECI2	0.5208333333333334
FAOXC164x	10455	ECI2	0.5208333333333334
FAOXC184x	10455	ECI2	0.5208333333333334
FAOXC225x	10455	ECI2	0.5208333333333334
FAOXC61x	10455	ECI2	0.5208333333333334
HMR_3272	10455	ECI2	0.47916666666666663
HMR_3288	10455	ECI2	0.47916666666666663
HMR_3316	10455	ECI2	0.5208333333333334
HMR_3375	10455	ECI2	0.5208333333333334
HMR_3447	10455	ECI2	0.47916666666666663
HMR_6433	10455	ECI2	0.47916666666666663
HMR_6435	10455	ECI2	0.47916666666666663
HMR_6451	10455	ECI2	0.47916666666666663
HMR_7617	10461	MERTK	1.0
HMR_9492	10465	PPIH	1.0
ATPS4mi	10476	ATP5PD	0.5
HMR_9491	10477	UBE2E3	1.0
r0812	10478	SLC25A17	0.7692307692307693
HMR_9577	10494	STK25	1.0
HMR_0024	10498	CARM1	1.0
HMR_0024	10499	NCOA2	1.0
HMR_7160	10514	MYBBP1A	1.0
HMR_9495	10524	KAT5	1.0
HMR_9804	10553	HTATIP2	1.0
AGPAT1	10554	AGPAT1	0.5
HMR_0580	10554	AGPAT1	0.5
HMR_0588	10554	AGPAT1	0.5
HMR_0589	10554	AGPAT1	0.5
HMR_0590	10554	AGPAT1	0.5
HMR_0591	10554	AGPAT1	0.5
HMR_0592	10554	AGPAT1	0.5
HMR_0593	10554	AGPAT1	0.5
HMR_0594	10554	AGPAT1	0.5
AGPAT1	10555	AGPAT2	0.0
HMR_0580	10555	AGPAT2	1.0
HMR_0588	10555	AGPAT2	0.0
HMR_0589	10555	AGPAT2	0.0
HMR_0590	10555	AGPAT2	0.0
HMR_0591	10555	AGPAT2	0.0
HMR_0592	10555	AGPAT2	0.0
HMR_0593	10555	AGPAT2	0.0
HMR_0594	10555	AGPAT2	0.0
SERPT	10558	SPTLC1	1.0
CMPACNAtg	10559	SLC35A1	0.8333333333333334
LPS	1056	CEL	0.12195121951219513
LPS2	1056	CEL	0.12195121951219513
r1172	1056	CEL	0.14634146341463417
r1173	1056	CEL	0.12195121951219513
r1174	1056	CEL	0.14634146341463417
r1175	1056	CEL	0.14634146341463417
r1176	1056	CEL	0.12195121951219513
r1177	1056	CEL	0.14634146341463417
r1178	1056	CEL	0.12195121951219513
r1179	1056	CEL	0.14634146341463417
r1180	1056	CEL	0.12195121951219513
r1181	1056	CEL	0.14634146341463417
r1182	1056	CEL	0.14634146341463417
r1183	1056	CEL	0.14634146341463417
r1184	1056	CEL	0.12195121951219513
XOLEST183CEH	1056	CEL	0.12195121951219513
XOLEST182CEH	1056	CEL	0.12195121951219513
XOLEST181CEH	1056	CEL	0.12195121951219513
