id	filename	md5	size	state
3f2602b5-01dc-49f0-8393-33a4ca2c64f2	TCGA.KICH.muse.3f2602b5-01dc-49f0-8393-33a4ca2c64f2.DR-10.0.somatic.maf.gz	37c6b92f7edd5d4c9672073e0127c302	575376	submitted
716f5244-9e13-4375-8c30-147bf9a02bb4	TCGA.KIRC.muse.716f5244-9e13-4375-8c30-147bf9a02bb4.DR-10.0.somatic.maf.gz	f4ac7cd4fc02b7b5ebddd4f3f03d7636	5166015	submitted
97c1698f-d4a0-4bb0-949b-92e59011f438	TCGA.KIRP.muse.97c1698f-d4a0-4bb0-949b-92e59011f438.DR-10.0.somatic.maf.gz	a03c65d3615abe901a33e4226ed44c3b	5184167	submitted
0cdf3c70-ad58-462d-b6ba-5004b26c618e	TCGA.LAML.muse.0cdf3c70-ad58-462d-b6ba-5004b26c618e.DR-10.0.somatic.maf.gz	f125e4ea2ddaef6b993ecbfd6532c0f1	843781	submitted
27330980-b14d-4d4d-bd65-5eb19c597c9c	TCGA.LGG.muse.27330980-b14d-4d4d-bd65-5eb19c597c9c.DR-10.0.somatic.maf.gz	76f960552b650990833ebe9135ce57f5	7187158	submitted
b9d7ec0e-afac-41ee-bd08-0acbfa0e3858	TCGA.LIHC.muse.b9d7ec0e-afac-41ee-bd08-0acbfa0e3858.DR-10.0.somatic.maf.gz	c2f23dbd454322c3e4fa241c039364f9	11889987	submitted
6f5cde97-d259-414f-8122-6d0d66f49b74	TCGA.LUAD.muse.6f5cde97-d259-414f-8122-6d0d66f49b74.DR-10.0.somatic.maf.gz	939fa23e9d62f2524e5c5fd1dd38ef34	40994280	submitted
ad676dc8-bc24-440f-bedd-b0885891fb61	TCGA.LUSC.muse.ad676dc8-bc24-440f-bedd-b0885891fb61.DR-10.0.somatic.maf.gz	a04a35e320ababdcecdb4b8ee0960e01	38354355	submitted
6d0a808a-bdd7-40b0-94d1-168e73ad5bdb	TCGA.MESO.muse.6d0a808a-bdd7-40b0-94d1-168e73ad5bdb.DR-10.0.somatic.maf.gz	96b49b69819e45ff5673563afb0707a2	805939	submitted
51423d79-e9c5-4c4d-b12c-99c1338dbd43	TCGA.OV.muse.51423d79-e9c5-4c4d-b12c-99c1338dbd43.DR-10.0.somatic.maf.gz	fe3f8b0a78a89c60c3e4e8fe29974030	9334333	submitted
93c525cc-655c-4c1c-b590-18d851473f68	TCGA.PAAD.muse.93c525cc-655c-4c1c-b590-18d851473f68.DR-10.0.somatic.maf.gz	97f3c2501d42340e0891cb9f4d696aa5	6492999	submitted
f8dabf59-3ae8-4358-8dd6-5c1df76f7a12	TCGA.PCPG.muse.f8dabf59-3ae8-4358-8dd6-5c1df76f7a12.DR-10.0.somatic.maf.gz	0834c7a52e552b55bdc19729c2ca5515	457681	submitted
59531694-1281-4053-9516-15e146022fcb	TCGA.PRAD.muse.59531694-1281-4053-9516-15e146022fcb.DR-10.0.somatic.maf.gz	64f8e9ffafd7a612ed4fa71ce35b03f3	5766857	submitted
ec8ec3ad-f08d-46eb-9571-42806e304b37	TCGA.READ.muse.ec8ec3ad-f08d-46eb-9571-42806e304b37.DR-10.0.somatic.maf.gz	880eb3d5fd8efb83039a0c685eb41796	12990826	submitted
2a332e6f-5a76-43cb-aa78-4cd746891b1b	TCGA.SARC.muse.2a332e6f-5a76-43cb-aa78-4cd746891b1b.DR-10.0.somatic.maf.gz	a0f4cb3049209761c5f5cc4c66cefc9e	5350196	submitted
e433a47f-7281-42aa-8bba-0affd1eb6df0	TCGA.SKCM.muse.e433a47f-7281-42aa-8bba-0affd1eb6df0.DR-10.0.somatic.maf.gz	329fa9a45d256aa152ce8c39fbd7e644	83840531	submitted
58390670-c78f-4baf-b478-90ee01d15158	TCGA.STAD.muse.58390670-c78f-4baf-b478-90ee01d15158.DR-10.0.somatic.maf.gz	8b2858da0b248e2d375b2de44a42655e	39601893	submitted
da39b25a-2c4b-413c-a95e-0d65c07da573	TCGA.TGCT.muse.da39b25a-2c4b-413c-a95e-0d65c07da573.DR-10.0.somatic.maf.gz	3f855e75b252ea2aeb5525679375865b	616675	submitted
dcf01652-1420-4189-b087-b968692c6208	TCGA.THCA.muse.dcf01652-1420-4189-b087-b968692c6208.DR-10.0.somatic.maf.gz	1d95bc71b8a60ce49859df651ec7caf0	1399507	submitted
21a77f28-8512-4224-9987-0eef620511e3	TCGA.THYM.muse.21a77f28-8512-4224-9987-0eef620511e3.DR-10.0.somatic.maf.gz	747b5ba949c5903b1b94b691fc554fbf	683336	submitted
d12371d7-18ff-4105-a4a0-59de52b82805	TCGA.UCEC.muse.d12371d7-18ff-4105-a4a0-59de52b82805.DR-10.0.somatic.maf.gz	fc7db268a1b7657f46e41efe064eb5b3	174119502	submitted
15b448f9-56f8-4ba5-8959-674312ee9cfa	TCGA.UCS.muse.15b448f9-56f8-4ba5-8959-674312ee9cfa.DR-10.0.somatic.maf.gz	4a83a6c19210804fa3b6fc2357f850f7	2305534	submitted
a53af417-1d4d-496a-ad9c-e50cbf77b9d6	TCGA.UVM.muse.a53af417-1d4d-496a-ad9c-e50cbf77b9d6.DR-10.0.somatic.maf.gz	cc46297978244e654679afe7137933db	395749	submitted
