id	filename	md5	size	state
aa5eb12e-6074-442a-9ff8-281b921e7d96	TCGA.KIRP.varscan.aa5eb12e-6074-442a-9ff8-281b921e7d96.DR-10.0.somatic.maf.gz	29b69b7ddf497f197dccaba839f184c1	5977730	submitted
e595f93d-41ac-435e-8c90-06df7e9d6742	TCGA.LAML.varscan.e595f93d-41ac-435e-8c90-06df7e9d6742.DR-10.0.somatic.maf.gz	f22632b9dad29908888dddab179ef24f	1109398	submitted
7381c199-3770-4453-bb27-68fbd356cb54	TCGA.LGG.varscan.7381c199-3770-4453-bb27-68fbd356cb54.DR-10.0.somatic.maf.gz	b346c93319c221cc4f0fd2e2fc028589	7644188	submitted
40fe9c1b-19d0-45cf-898a-f7b0cbad783e	TCGA.LIHC.varscan.40fe9c1b-19d0-45cf-898a-f7b0cbad783e.DR-10.0.somatic.maf.gz	36c06f9f931b9d045588589b17be16af	12665021	submitted
acb6852e-dd48-4ca5-80f2-3d1a2c7d7ceb	TCGA.LUAD.varscan.acb6852e-dd48-4ca5-80f2-3d1a2c7d7ceb.DR-10.0.somatic.maf.gz	0724094a7b26ab11769b0bdfe8575570	42319939	submitted
678ed8fb-53e0-4cce-9c12-d603c3219834	TCGA.LUSC.varscan.678ed8fb-53e0-4cce-9c12-d603c3219834.DR-10.0.somatic.maf.gz	afe3c53c5fc30704735990b3b66d5af3	39515468	submitted
f62c1539-7c81-4240-ad22-b125f80686ff	TCGA.MESO.varscan.f62c1539-7c81-4240-ad22-b125f80686ff.DR-10.0.somatic.maf.gz	23b8ca8aec99409f554cb30393ddb172	875372	submitted
a8f41106-633d-4027-9e1f-e73bfd48f11e	TCGA.OV.varscan.a8f41106-633d-4027-9e1f-e73bfd48f11e.DR-10.0.somatic.maf.gz	37558620013eb0b69060d157aef420b9	9935707	submitted
d5737b1c-afc7-4fe7-8a30-e1bc9b44fa26	TCGA.PAAD.varscan.d5737b1c-afc7-4fe7-8a30-e1bc9b44fa26.DR-10.0.somatic.maf.gz	5f90310cad670c256ea6eb8d7d6908e5	5532684	submitted
f59658f9-a4b3-40c3-b115-a543012b692f	TCGA.PCPG.varscan.f59658f9-a4b3-40c3-b115-a543012b692f.DR-10.0.somatic.maf.gz	058129a8c6f617b5171b61e175cfe756	495086	submitted
6c494917-a5fe-4735-8b2e-e7b560f1cd0f	TCGA.PRAD.varscan.6c494917-a5fe-4735-8b2e-e7b560f1cd0f.DR-10.0.somatic.maf.gz	067e873bcebab156fb2b21fb70b37a03	6295737	submitted
b2689e8f-3b64-4214-8a87-dc7e7cf6fe5e	TCGA.READ.varscan.b2689e8f-3b64-4214-8a87-dc7e7cf6fe5e.DR-10.0.somatic.maf.gz	52ac8a7453882d59f2cb6bb8880da6f0	13744048	submitted
bd3cdd86-a5ce-43dc-92b2-9c2c3105d1df	TCGA.SARC.varscan.bd3cdd86-a5ce-43dc-92b2-9c2c3105d1df.DR-10.0.somatic.maf.gz	340d3b45907eeafd9ec7ca9a9914f8c2	6142767	submitted
6c961926-7792-42fa-9a16-c62f60e2557b	TCGA.SKCM.varscan.6c961926-7792-42fa-9a16-c62f60e2557b.DR-10.0.somatic.maf.gz	905ab5f2959b08ecbfefbaf70786e530	85669092	submitted
e03d57b9-66dd-4dac-aa8e-597ed4a4559d	TCGA.STAD.varscan.e03d57b9-66dd-4dac-aa8e-597ed4a4559d.DR-10.0.somatic.maf.gz	ba469b48122c6b23af2eaecf9adcbc70	48142501	submitted
805016c4-8fd8-4848-ae7c-3a1d0cdbff86	TCGA.TGCT.varscan.805016c4-8fd8-4848-ae7c-3a1d0cdbff86.DR-10.0.somatic.maf.gz	2e35907d3fb6575162650486a20a2759	717443	submitted
aef91ada-c143-4200-a534-45f23a2c19cb	TCGA.THCA.varscan.aef91ada-c143-4200-a534-45f23a2c19cb.DR-10.0.somatic.maf.gz	7f07200c4b72a8a322894f46ae561749	1464162	submitted
ad59bbc0-f7c9-4721-9eb1-b0839aa408aa	TCGA.THYM.varscan.ad59bbc0-f7c9-4721-9eb1-b0839aa408aa.DR-10.0.somatic.maf.gz	46ddb65b1be6e35113676a690c0a3f5e	970427	submitted
9e8b5426-159b-45d9-8579-ec03f6ffb74f	TCGA.UCEC.varscan.9e8b5426-159b-45d9-8579-ec03f6ffb74f.DR-10.0.somatic.maf.gz	05049af79f8de6a3eadc1585b3b1205c	188661128	submitted
a35f9f72-e4da-4d93-ad40-11cbd417b037	TCGA.UCS.varscan.a35f9f72-e4da-4d93-ad40-11cbd417b037.DR-10.0.somatic.maf.gz	19e9033d01258b1ad2703fb5415f1c90	2400238	submitted
34b68f71-8b37-4aca-aa21-edcbd3ef65b9	TCGA.UVM.varscan.34b68f71-8b37-4aca-aa21-edcbd3ef65b9.DR-10.0.somatic.maf.gz	90a49a8207908861d12e4872137bd887	426032	submitted
