REACTION,FORWARD [mmol/gDW/hr],REVERSE [mmol/gDW/hr]
ACCOACm,4.830299999999999e-06,
ACCOAgt,,
ACCOALm,0.0034129498,
ACCOAtn,,
ACCOAtr,,
ACETONEt2,,
ACETONEt2m,,
ACGAGBSIDEtg,,
ACGAGBSIDEtl,,
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte,,
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg,,
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,,
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,,
ACGALK,,
ACGALK2,,
ACGALtlg,,
ACGALtly,,
ACGAM6PSi,0.0222929771,
ACGAMK,8.77022e-05,
ACGAMPM,0.010737222099999999,0.010737222099999999
ACGAMtly,,
ACGBGBSIDEtg,,
ACGBGBSIDEtl,,
ACGPID,0.0006392325,
ACGSm,2.7059e-06,
ACHEe,0.5738747425999999,
ACHtn,,
ACHVESSEC,,
ACITL,6.3405588101,
ACN13ACNGALGBSIDEte,,
ACN13ACNGALGBSIDEtg,,
ACN23ACNGALGBSIDEte,,
ACN23ACNGALGBSIDEtg,,
ACNACNGAL14ACGLCGALGLUSIDEte,,
ACNACNGAL14ACGLCGALGLUSIDEtg,,
ACNACNGALGBSIDEte,,
ACNACNGALGBSIDEtg,,
ACNAM9PL,0.2350670661,
ACNAM9PL2,0.2350670661,
ACNAMlt,,
ACNAMPH,0.0797844108,
ACNAMtn,,
ACNGALACGLCGAL14ACGLCGALGLUSIDEte,,
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg,,
ACNMLr,,
ACOAD10m,0.0088880139,
ACOAD1fm,125.4368867536,
ACOAD8m,183.84065750919999,
ACOAD9m,10.2154551908,
ACOAHi,2.0482600000000003e-05,
ACOAO7p,0.0076542353,
ACODA,2.1362148285,
ACONTm,0.020847821000000002,0.0043269062
ACOX22x,,
ACOX2x,,
ACP1_FMN_,14.4996672516,
ACRNtm,,
ACS2,0.0132216373,
ACSm,1.4677701553,
ACSOMT,5.84e-08,
ACSRTNMT,5.84e-08,
ACt2m,,
ACt2r,,
ACtg,,
ACTLMO,,
ACTNMO,,
ADA,0.09150614230000001,
ADAe,0.0648168508,
ADCim,,
ADEt,,
ADEtl,,
ADHAPtx,,
ADK1m,4.3547459895,1.9812702555000001
ADK3,0.0220419257,0.0204974202
ADK3m,,
ADKd,0.0225282847,0.0225368006
ADMDC,0.0009102338,
ADNCYC,4.5028925203,
ADNK1m,,
ADNt,,
ADNt4,,
ADNtl,,
ADNtm,,
ADPGLC,0.0754015219,
ADPMAN,0.0647608256,
ADPRDPm,0.0100419034,
ADPRIBt,,
ADPtx,,
ADRNCOAtx,,
ADRNCPT1,0.013625439199999999,2.4211005107
ADRNCPT2,1.0989313357,0.006184551999999999
ADRNCRNt,,
ADRNLPVESSEC,,
ADRNt,,
ADSELK,0.0226168377,
ADSK,0.0226168377,
ADSL1,0.043601390700000006,
ADSL2,0.0441750349,
AFLATOXINte,,
AG13T10g,6.31439e-05,
AG13T11g,6.31439e-05,
AG13T12g,6.31439e-05,
AG13T13g,6.31439e-05,
AG13T14g,6.31439e-05,
AG13T15g,6.31439e-05,
AG13T16g,6.31439e-05,
AG13T17g,6.31439e-05,
AG13T18g,6.31439e-05,
AG13T1g,6.31439e-05,
AG13T2g,6.31439e-05,
AG13T3g,6.31439e-05,
AG13T4g,6.31439e-05,
AG13T5g,6.31439e-05,
AG13T6g,6.31439e-05,
AG13T7g,6.31439e-05,
AG13T8g,6.31439e-05,
AG13T9g,6.31439e-05,
AGLPC,,
AGLPED,,
AGLPET,,
AGLPH,,
AGLPR,,
AGLPT,,
AGMTm,5.9132e-06,
AGPAT1,0.0164670949,
AGPex,,
AGPRim,1.9099387602000002,
AGPSx,0.0453763753,
AGTim,0.0010108655999999999,
AGTix,0.0006821913000000001,
AHANDROSTANGLCte,,
AHANDROSTANGLCtr,,
AHCYStn,,
AHCYStr,,
AHEXASE2ly,0.049269315599999995,
AHEXASEly,0.049269315599999995,
AIRCr,0.0888997485,0.0888997485
AKGDm,1.2428108559,
AKGMALtm,,
AKGt4_3,,
AKGtp,,
AKR1C1,7.682300000000001e-06,
AKR1C41,,
AKR1C42,,
AKR1D,,
AKR1D2,,
ALAASNNaEx,,
ALACYSNaEx,,
ALADGLNexR,,
ALADGLYexR,,
ALAGLNexR,,
ALAGLNNaEx,,
ALAGLYexR,,
ALASERNaEx,,
ALASm,0.0046436971,
ALAt2rL,,
ALAt4,,
ALATA_L,0.0278011304,0.0269791165
ALATHRNaEx,,
ALAtN1,,
ALCD21_D,0.0092968131,
ALCD21_L,0.0092968131,
ALCD22_D,0.1254265101,
ALCD22_L,0.0320915097,
ALCD2if,0.0022172316,
ALCD2yf,0.0554916289,
ALDD20x,0.023633800400000002,
ALDD20xm,0.1454246359,
ALDD21,,
ALDD2xm,0.09062780890000001,
ALDD2y,1.1781198956999999,
ALDSTRNte,,
ALDSTRNtm,,
ALKP,0.09444101630000001,
ALOX12,0.0010578561999999999,
ALOX12R,0.0015775245999999998,
ALOX15,1.5752000000000002e-06,
ALOX5,0.0001506693,
ALOX52,0.0005044581,
ALR2,0.9350409945999999,
ALR3,0.0668732796,
AMACR2p,,
AMACR2r,,
AMACRp,,
AMACRr,,
AMCOXO,,
AMETr,,
AMETt2m,,
AMETtn,,
AMPDA,0.1000279706,
AMPTASECGe,0.0053299661,
AMPtp,,
AMPtr,,
AMY1e,0.0045850736,
AMY2e,2.0601751131,
ANDRSTRNGLCte,,
ANDRSTRNGLCtr,,
ANDRSTRNte,,
ANDRSTRNtr,,
ANTIPYRENEte,,
AOBUTDsm,,
AP4AH1,0.0335482572,
APAT2rm,0.1687572116,23.652412313899998
APNNOXte,,
APOCF,,
APOCFm,,
APOC_LYS_BTNP,,
APOC_LYS_BTNPm,,
APPNNte,,
APRTO2,0.0150177215,
AQCOBALt,,
ARAB_Lt,,
ARABR,0.590857914,
ARACHCOAtx,,
ARACHCPT1,0.013621280500000001,2.4211005107
ARACHCPT2,0.0005970216000000001,0.0006228836
ARACHCRNt,,
ARACHDCOAtx,,
ARACHDt2,,
ARACHDtr,,
ARACHt,,
ARGDCm,5.877e-05,
ARGLYSex,,
ARGNm,0.049721666799999995,
ARGSS,0.10859854210000001,
ARGt4,,
ARGtm,,
ARSA,0.0064860792000000006,
ARTCOAL1,,
ARTCOAL2,,
ARTCOAL3,,
R_group_phosphotase_1,,
R_group_phosphotase_2,,
R_group_phosphotase_3,,
ARTFR11,,
ARTFR12,,
ARTFR13,,
ARTFR202,,
ARTFR203,,
ARTFR204,,
ARTFR205,,
ARTFR206,,
ARTFR207,,
ARTFR208,,
ARTFR209,,
ARTFR210,,
ARTFR211,,
ARTFR212,,
ARTFR213,,
ARTFR31,,
ARTFR32,,
ARTFR33,,
ARTFR34,,
ARTFR41,,
ARTFR42,,
ARTFR43,,
ARTFR44,,
ARTFR45,,
ARTFR46,,
ARTFR51,,
ARTFR52,,
ARTFR53,,
ARTFR54,,
ARTFR55,,
ARTFR56,,
ARTFR57,,
ARTFR61,,
ARTPLM1,,
ARTPLM1m,,
ARTPLM2,,
ARTPLM2m,,
ARTPLM3,,
ARTPLM3m,,
ASAH1,0.0003924775,
ASCBOX,,
ASCBt,,
ASCBt4,,
ASNALANaEx,,
ASNCYSNaEx,,
ASNGLNNaEx,,
ASNNm,0.0061768212,
ASNS1,0.020095241399999998,
ASNSERNaEx,,
ASNt4,,
ASNTHRNaEx,,
ASNtm,,
ASNtN1,,
Asn_X_Ser_Thrtr,,
ASPCTr,0.010636438100000001,0.010636438100000001
ASPDt6,,
ASPDxt,,
ASPGLUm,,
ASPNATm,,
ASPt6,,
ASPTAm,4.1713177795,9.8275737983
ATP1ter,,
ATP2ter,,
ATPasel,,
ATPH1e,2.8159950932999998,
ATPH2e,0.2531494096,
ATPtm,,
ATPtn,,
ATPtx,,
AVITE2t,,
B_MANNASEly,0.0929437534,
B3GALT3g,0.00046791800000000006,
B3GALT41g,5.1264099999999996e-05,
B3GALT42g,5.1264099999999996e-05,
B3GALT43g,5.1264099999999996e-05,
B3GALT44g,5.1264099999999996e-05,
B3GALT5g,4.6385000000000006e-06,
B3GALTg,,
B3GNT11g,1.69908e-05,
B3GNT12g,1.69908e-05,
B3GNT310g,,
B3GNT311g,3.58868e-05,
B3GNT312g,,
B3GNT313g,,
B3GNT314g,,
B3GNT315g,,
B3GNT31g,,
B3GNT32g,,
B3GNT33g,,
B3GNT34g,,
B3GNT35g,,
B3GNT36g,,
B3GNT37g,,
B3GNT39g,,
B3GNT51g,,
BAAT1x,,
BAAT2x,,
BAAT3x,,
BAAT4x,,
BACCL,24.042022764299997,
BACCLm,24.042022764299997,
BALAtmr,,
BALAVECSEC,,
BAMPPALDOX,0.1087748135,
BAMPPALDOXm,0.1454246359,
BBHOX,0.0024495499,
BCDO,2.9799e-06,
BDG2HCGHD,9.144e-07,
BDHm,0.0041453329,0.0027241745
BDMT_L,0.0017449098,
BDMT_U,0.0017449098,
BETALDHxm,,
BHBt,,
BHBtm,,
BHMT,5.594e-07,
BILDGLCURt,,
BILDGLCURte,,
BILDGLCURtr,,
BILGLCURt,,
BILGLCURte,,
BILGLCURtr,,
BILIRED,0.007821634000000001,
BILIRUBt2,,
BILIRUBtr,,
BIOCYTtn,,
BMTer_L,4.02027e-05,
BMTer_U,,
BPNT2,0.0027591484000000005,
BTND1,0.0005808154,
BTND1n,0.0014520384,
BTNDe,0.0047550459,
BTNDm,0.012197122900000001,
BTNPL,0.0012629056,
BTNPLm,0.0012629056,
BTNt2,,
BTNt2m,,
BTNt3i,,
BTNt4i,,
BTNtn,,
BUP2,4.40436e-05,
BUTt2m,,
BVITEt,,
BZt,,
BZtr,,
C14STRr,0.0013252444,
C160CPT1,0.0017180389000000002,2.4211005107
C160CPT2,1.1120682045,0.0005465211
C160CRNt,,
C161CPT1,0.013625135600000001,2.4211005107
C161CPT12,0.0132730131,2.4211005107
C161CPT2,1.0989313357,0.006184414300000001
C161CPT22,1.0989313357,0.006024586700000001
C161CRN2t,0.0001698819,0.0001698819
C161CRNt,0.0001696475,0.0001696475
C180CPT1,0.0001184279,2.4211005107
C180CPT2,1.0989313357,5.37541e-05
C180CRNt,,
C181CPT1,0.0001250999,2.4211005107
C181CPT2,1.0989313357,5.67825e-05
C181CRNt,0.0001696475,0.0001696475
C204CPT1,7.172399999999999e-05,2.4211005107
C204CPT2,1.0989313357,3.25553e-05
C204CRNt,,
C226COAtx,,
C226CPT1,0.0136238952,2.4211005107
C226CPT2,,
C226CRNt,,
C2M26DCOAHLm,16.4211364153,16.4211364153
C2M26DCOAHLx,17.0394569489,17.0394569489
C3STDH1Pr,,
C3STDH1r,,
C3STKR2r,0.7086071731,
C4STMO1r,28.1612272425,
C4STMO2Pr,,
C4STMO2r,,
CAATPS,,
CAROtr,,
CARVEOLte,,
CAT2p,456.0331594455,
CAt7r,,
CATm,71.3572074055,
CATp,228.01657972279997,
CBL2OR,,
CBL2tm,,
CBLATm,0.0086887204,1.2880000000000002e-06
CBPPer,1420.4765318856,
CBPSam,0.0001586424,
CBPter,,
CBR1,0.0050340006,0.0122347606
CBR2,0.0030052613,
CCA_D3t,,
CCA_D3tm,,
CDIPTr,0.0,0.0
CDPDAGtm,,
CDS,0.0061792362,
CDSm,1.3579e-06,
CEPTC,0.000110302,
CEPTE,,
CERK,0.0061124493,
CERT1gt,,
CERT1rt,,
CERT2gt,,
CERT2rt,,
CGLYt3_2_,,
CH25H,,
CHAT,4.28e-08,4.4364e-05
CHATn,4.58e-08,4.74591e-05
CHLP,4.01518e-05,
CHLPCTD,0.023349914500000003,
CHLtm,,
CHOLATEt,,
CHOLATEt2,,
CHOLATEt3,,
CHOLD2m,0.0660092833,
CHOLK,,
CHOLPtg,,
CHOLPtl,,
CHOLt4,,
CHOLtg,,
CHOLtn,,
CHOLtr,,
CHOLtu,,
CHSTEROLSULT,1.7596e-06,
CHSTEROLt1,,
CHSTEROLt2,,
CHSTEROLt3,,
CHSTEROLtg,,
CHTNASE,2.8277600000000002e-05,
CHTNASEe,1.38e-08,
CITMCOAHm,,
CITMCOALm,,
CITRtm,,
CITt4_2,,
CITtam,,
CITtbm,,
CK,0.0717066404,0.162663531
CKc,9.158592732999999,19.8727176806
CLFORtex,,
CLHCO3tex2,,
CLI2tex,,
CLOHtex2,,
CLOXAtex2,,
CLPNDCOAtx,,
CLPNDCPT1,0.013625439199999999,2.4211005107
CLPNDCPT2,,
CLPNDCRNt,,
CLPNDt,,
CLS_hs,0.0004716144,
CMPACNAtg,,
CMPACNAtn,,
CMPSAS,0.000375325,
CMPSASn,0.0005880092,
CO2ter,,
CO2tg,,
CO2tm,,
CO2tn,,
CO2tp,,
COAtg,,
COAtl,,
COAtm,,
COAtn,,
COAtp,,
COAtr,,
COKECBESr,0.0308889875,
COQ3m,,
COQ5m,,
COQ6m,,
COQ7m,0.0008299496000000001,
CORE2GTg,3.2889999999999998e-06,
CORE3GTg,9.32e-08,
CORE4GTg,2.4e-08,
CORE5GTg,,
CORE6GTg,2.6717e-06,
CORE7GTg,,
CORE8GTg,,
COt,,
COUCOAFm,,
COUMARINte,,
CPCTDTX,0.044431551500000006,
CREATt4_2_r,,
CREATtmdiffir,,
CRMPte,,
CRNCAR3tp,,
CRNCARtp,,
CRNt,,
CRNtHa,,
CRNtim,,
CRNtuNa,,
CRNtx,,
CRTNsyn,,
CRTSLt,,
CRTSLtm,,
CRTSLtr,,
CRTSTRNt,,
CRTSTRNtm,,
CRTSTRNtr,,
CRVNCtr,,
CSAPASEly,,
CSBPASEly,,
CSCPASEly,,
CSDPASEly,,
CSEPASEly,,
CSm,0.7079779206,
CSNAT2m,0.0016230635,0.0016230635
CSNAT2x,0.0068992538,0.0068992538
CSNAT3x,0.0016230635,0.0016230635
CSNATer,0.0009738381,0.0009738381
CSNATm,0.0016230635,0.0016230635
CSNATp,0.0016230635,0.0016230635
CSNATr,0.0013958345999999999,0.0013958345999999999
CSNt,,
CSPG_At,,
CSPG_Atly,,
CSPG_Bt,,
CSPG_Btly,,
CSPG_Ct,,
CSPG_Ctly,,
CSPG_Dt,,
CSPG_Dtly,,
CSPG_Et,,
CSPG_Etly,,
CTPtn,,
CYANt,,
CYANtm,,
CYSALANaEx,,
CYSASNNaEx,,
CYSGLNNaEx,,
CYSGLTH,,
CYSGLUexR,,
CYSGLYexR,,
CYSLYSL,,
CYSO,0.0028429465000000004,
CYSSERNaEx,,
CYSt4,,
CYSTA,0.702206902,49.3737511354
CYSTAm,0.18411697859999998,12.9456800478
CYStec,,
CYSTGLUex,,
CYSTHRNaEx,,
CYSTSERex,,
CYTD,0.0022501496,
CYTDK1,,
CYTDK2m,,
CYTDn,2.267e-07,
CYTDt,,
CYTDt4,,
CYTDtl,,
CYTDtm,,
CYTDtn,,
CYTK10,0.6253671797,0.5002887875
CYTK10n,0.6253671797,0.5002887875
CYTK11,0.3188753441,0.4886913809
CYTK11n,0.3188753441,0.4886913809
CYTK12,0.3188753441,0.4886913809
CYTK12n,0.3188753441,0.4886913809
CYTK13,0.3188753441,0.4886913809
CYTK13n,0.3188753441,0.4886913809
CYTK14,0.3188753441,0.5024560881
CYTK14n,0.3188753441,0.5024560881
CYTK1m,0.0047103347999999995,0.0037682304999999998
CYTK1n,0.6253671797,0.5002887875
CYTK2n,0.3188753441,0.4886913809
CYTK3,,
CYTK3n,0.3188753441,0.4951427299
CYTK4,,
CYTK4n,0.3188753441,0.4896171114
CYTK5,0.3188753441,0.4951427299
CYTK5n,0.6253671797,0.5002887875
CYTK6,0.6253671797,0.5002887875
CYTK6n,0.6253671797,0.5002887875
CYTK7,0.6253671797,0.5109607995000001
CYTK7n,0.6253671797,0.5109607995000001
CYTK8,0.6253671797,0.5002887875
CYTK8n,0.6253671797,0.5002887875
CYTK9,0.6253671797,0.4951427299
CYTK9n,0.6253671797,0.4951427299
D_3AIBt,,
D3AIBTm,1.056e-07,8.2205e-06
DADA,0.09150614230000001,
DADAe,0.0648168508,
DADNK,,
DADNt4,,
DAG_HSter,,
DAGK_hs,0.0362791859,0.025927441000000002
DAGKn_hs,0.0043233544,0.0030897473
DAGt,,
DALAOXx,1.45926e-05,
DALAt2r,,
DALAt2rL,,
DALAxt,,
DARGOp,9.8219e-06,
DASCBH,,
DASCBR,0.1611419573,
DASPO1p,0.0122772947,
DATPtn,,
DCIm,0.35596700670000003,0.463866073
DCK1m,,
DCK1n,1.35759e-05,0.0001720607
DCK2n,1.90708e-05,0.0001594221
DCSPTN1COAtx,,
DCSPTN1CPT1,0.013625135600000001,2.4211005107
DCSPTN1CPT2,0.0004885512,0.00048368529999999997
DCSPTN1CRNt,0.0201885827,0.0201885827
DCSPTN1t,,
DCT,0.011273406000000001,0.0145657483
DCTPtn,,
DCYTD,0.0016407341,
DCYTDn,1.653e-07,
DCYTt,,
DDPGAm,,
DEBRISOQUINEt,,
DECDPtm,,
DEDOLP1_L,,
DEDOLP1_U,,
DEDOLP2_L,,
DEDOLP2_U,,
DEDOLR_L,,
DEDOLR_U,,
DESAT16_2,0.011081830700000002,
DESAT18_10,0.0004289626,
DESAT18_3,0.011081830700000002,
DESAT18_4,0.011081830700000002,
DESAT18_5,0.011081830700000002,
DESAT18_6,0.0056558214,
DESAT18_7,0.0004289626,
DESAT18_8,0.0058088093,
DESAT18_9,0.010750028,
DESAT20_1,0.0003589158,
DESAT20_2,0.0003589158,
DESAT22_1p,,
DESAT22_2p,,
DESAT24_1,0.0058528825,
DGAT,0.00022230619999999998,
DGCHOLte,,
DGCHOLtx,,
DGK2m,,
DGNSKm,4.78562e-05,
DGSNt,,
DGSNtm,,
DGTPtn,,
DGULND,,
DHAAt1r,,
DHAPA,0.005176179600000001,
DHAPAx,0.0060188135,
DHCHOLESTANATEtm,,
DHCR241r,,
DHCR242r,0.0010226036,
DHCR243r,0.0010210822999999999,
DHCR71r,0.0002866866,
DHCR72r,0.0002866866,
DHCRD1,,
DHCRD2,,
DHDPBMTm,0.0002650062,
DHEASt,,
DHEAStr,,
DHEASULT,3.5008e-06,
DHEAtr,,
DHFtl,,
DHFtm,,
DHORD9,0.00020574400000000003,
DHPM1,1.5662184719999999,
DHPM2,6.1373000000000005e-06,
DHPR2,,
DIDPtn,,
DIGALSGALSIDEtg,,
DIGALSIDEtg,,
DIGALSIDEtl,,
DINt,,
DITPtn,,
DKMPPD,,
D_LACt2,,
D_LACtm,,
DLNLCGCPT1,0.013625439199999999,2.4211005107
DLNLCGCPT2,,
DLNLCGCRNt,,
DLNLCGt,,
DM_13_cis_oretn_n_,,
DM_13_cis_retn_n_,,
DM_Asn_X_Ser_Thr_ly_,,
DM_avite2_c_,,
DM_bvite_c_,,
DM_core5_g_,,
DM_core7_g_,,
DM_core8_g_,,
DM_datp_m_,,
DM_datp_n_,,
DM_dctp_m_,,
DM_dctp_n_,,
DM_dem2emgacpail_prot_hs_r_,,
DM_dgpi_prot_hs_r_,,
DM_dgtp_m_,,
DM_dgtp_n_,,
DM_dsT_antigen_g_,,
DM_dttp_m_,,
DM_dttp_n_,,
DM_ethamp_r_,,
DM_gncore2_g_,,
DM_gpi_sig_er_,,
DM_hretn_n_,,
DM_kdn_c_,,
DM_m_em_3gacpail_prot_hs_r_,,
DM_melanin_c_,,
DM_mem2emgacpail_prot_hs_r_,,
DM_n5m2masn_g_,,
DM_oretn_n_,,
DM_Ser_Thr_ly_,,
DM_Ser_Gly_Ala_X_Gly_ly_,,
DM_sprm_c_,,
DM_sTn_antigen_g_,,
DM_T_antigen_g_,,
DM_yvite_c_,,
DMANTIPYRINEte,,
DMATTx,0.000172833,
DMGDHm,0.0006737577,
DMGtm,,
DMHPTCRNCPT1,,
DMHPTCRNCPT2,,
DMHPTCRNt,,
DMHPTCRNte,,
DMNONCOACRNCPT1,,
DMNONCRNCPT2,,
DMNONCRNt,,
DNADtn,,
DNAMTn,4.82505e-05,
DNAMTSEn,4.82505e-05,
DNDPt10m,,
DNDPt11m,,
DNDPt12m,,
DNDPt13m,,
DNDPt14m,,
DNDPt15m,,
DNDPt16m,,
DNDPt17m,,
DNDPt18m,,
DNDPt19m,,
DNDPt1m,,
DNDPt20m,,
DNDPt21m,,
DNDPt22m,,
DNDPt23m,,
DNDPt24m,,
DNDPt25m,,
DNDPt26m,,
DNDPt27m,,
DNDPt28m,,
DNDPt29m,,
DNDPt2m,,
DNDPt30m,,
DNDPt31m,,
DNDPt32m,,
DNDPt33m,,
DNDPt34m,,
DNDPt35m,,
DNDPt36m,,
DNDPt37m,,
DNDPt38m,,
DNDPt39m,,
DNDPt3m,,
DNDPt40m,,
DNDPt41m,,
DNDPt42m,,
DNDPt43m,,
DNDPt44m,,
DNDPt45m,,
DNDPt46m,,
DNDPt47m,,
DNDPt48m,,
DNDPt49m,,
DNDPt4m,,
DNDPt50m,,
DNDPt51m,,
DNDPt52m,,
DNDPt53m,,
DNDPt54m,,
DNDPt55m,,
DNDPt56m,,
DNDPt57m,,
DNDPt58m,,
DNDPt59m,,
DNDPt5m,,
DNDPt60m,,
DNDPt61m,,
DNDPt62m,,
DNDPt63m,,
DNDPt6m,,
DNDPt7m,,
DNDPt8m,,
DNDPt9m,,
DOGULND1,,
DOGULND2,,
DOGULNO1,,
DOGULNO2,,
DOLASNT_Ler,9.76051e-05,
DOLASNT_Uer,9.76051e-05,
DOLDPP_Ler,0.0115460948,
DOLDPP_Uer,0.0115460948,
DOLGLCP_Lter,,
DOLGLCP_Uter,,
DOLGPP_Ler,,
DOLGPP_Uer,,
DOLICHOL_Lter,,
DOLICHOL_Uter,,
DOLK_L,,
DOLK_U,,
DOLMANP_Lter,,
DOLMANP_Uter,,
DOLP_Lter,,
DOLP_Uter,,
DOLPGT1_Ler,0.001017404,
DOLPGT1_Uer,0.001017404,
DOLPGT2_Ler,,
DOLPGT2_Uer,,
DOLPGT3_Ler,,
DOLPGT3_Uer,,
DOLPH_Ler,,
DOLPH_Uer,,
DOLPMT_L,0.0228716079,
DOLPMT_U,0.0228716079,
DOLPMT1_Ler,4.4829999999999996e-07,
DOLPMT1_Uer,4.4829999999999996e-07,
DOLPMT2_Ler,,
DOLPMT2_Uer,,
DOLPMT3_Ler,0.0,
DOLPMT3_Uer,0.0,
DOLPMT4_Ler,,
DOLPMT4_Uer,,
DOPABMO,0.0001726141,
DOPACHRMISO,5.57968e-05,
DOPAMT,0.001016622,
DOPAQNISO1,,
DOPASFt,,
DOPASULT,0.0051919528,
DOPAt4_2_r,,
DOPAtu,,
DOPAVESSEC,,
DORNOp,2.12138e-05,
DPCOAtl,,
DPGase,1.10821e-05,
DPGM,0.3504349197,0.3504349197
DPHMBDCm,,
DPMVDx,0.0155490325,
DPPS,,
DPROOp,2.86239e-05,
DRIBt,,
DRPA,0.050627651600000004,
DSAT,,
DTDPtn,,
DTTPtn,,
